0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.806451612903226200e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.612903225806451291e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,7.419354838709677491e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.225806451612902581e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.032258064516128782e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.838709677419354982e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.290322580645160977e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,2.903225806451612545e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.516129032258061060e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.129032258064515126e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,7.741935483870967527e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,9.354838709677418818e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.677419354838673327e-02,1.000000000000000000e+00,9.032258064516132112e-01,1.000000000000000000e+00
2.580645161290321399e-01,1.000000000000000000e+00,7.419354838709678601e-01,1.000000000000000000e+00
4.193548387096772689e-01,1.000000000000000000e+00,5.806451612903227311e-01,1.000000000000000000e+00
5.806451612903223980e-01,1.000000000000000000e+00,4.193548387096776020e-01,1.000000000000000000e+00
7.419354838709675271e-01,1.000000000000000000e+00,2.580645161290324729e-01,1.000000000000000000e+00
9.032258064516121010e-01,1.000000000000000000e+00,9.677419354838789900e-02,1.000000000000000000e+00
1.000000000000000000e+00,9.354838709677422148e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,7.741935483870969747e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.129032258064517347e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,4.516129032258066056e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.903225806451614766e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.290322580645162365e-01,0.000000000000000000e+00,1.000000000000000000e+00
9.838709677419354982e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.032258064516132112e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.225806451612903691e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
7.419354838709677491e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.612903225806452401e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.806451612903225090e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
